ticker_id,cluster
0,1
1,16
2,13
3,21
4,13
5,27
6,23
7,17
8,8
9,22
10,27
11,28
12,3
13,0
14,10
15,25
16,27
17,7
18,8
19,11
20,23
21,8
22,8
23,28
24,13
25,29
26,13
27,21
28,11
29,17
30,12
31,17
32,14
33,4
34,7
35,4
36,12
37,13
38,7
39,20
40,22
41,21
42,13
43,28
44,19
45,24
46,22
47,20
48,11
49,25
50,29
51,28
52,10
53,25
54,2
55,5
56,5
57,11
58,14
59,0
60,7
61,10
62,7
63,17
64,8
65,13
66,25
67,2
68,13
69,26
70,27
71,7
72,17
73,13
74,22
75,10
76,6
77,1
78,27
79,15
80,17
81,27
82,12
83,21
84,5
85,17
86,12
87,11
88,26
89,1
90,16
91,17
92,17
93,27
94,13
95,22
96,13
97,7
98,13
99,30
100,7
101,10
102,1
103,21
104,14
105,16
106,13
107,23
108,8
109,26
110,27
111,13
112,13
113,30
114,18
115,7
116,13
117,17
118,30
119,11
120,15
121,10
122,11
123,0
124,11
125,14
126,28
127,13
128,20
129,10
130,24
131,24
132,13
133,14
134,13
135,29
136,5
137,14
138,28
139,14
140,25
141,14
142,8
143,19
144,3
145,21
146,14
147,30
148,27
149,29
150,19
151,6
152,6
153,4
154,29
155,10
156,13
157,4
158,29
159,11
160,11
161,10
162,6
163,22
164,29
165,15
166,15
167,6
168,8
169,0
170,5
171,6
172,10
173,14
174,27
175,25
176,15
177,27
178,3
179,17
180,30
181,29
182,10
183,22
184,26
185,23
186,22
187,30
188,13
189,20
190,15
191,8
192,8
193,18
194,23
195,14
196,9
197,21
198,29
199,4
200,5
201,19
202,4
203,22
204,8
205,25
206,27
207,13
208,21
209,22
210,18
211,15
212,26
213,6
214,23
215,10
216,28
217,13
218,16
219,29
220,29
221,28
222,14
223,4
224,28
225,13
226,14
227,13
228,29
229,5
230,10
231,13
232,22
233,11
234,21
235,19
236,11
237,24
238,13
239,3
240,25
241,19
242,12
243,22
244,13
245,17
246,13
247,8
248,13
249,7
250,30
251,28
252,0
253,13
254,19
255,25
256,29
257,13
258,6
259,8
260,22
261,18
262,13
263,0
264,0
265,18
266,13
267,29
268,23
269,1
270,21
271,19
272,7
273,10
274,13
275,22
276,29
277,18
278,18
279,5
280,12
281,29
282,30
283,11
284,29
285,2
286,6
287,17
288,23
289,17
290,7
291,13
292,30
293,14
294,5
295,21
296,26
297,1
298,9
299,29
300,23
301,6
302,29
303,15
304,7
305,13
306,15
307,16
308,14
309,17
310,10
311,27
312,7
313,10
314,17
315,19
316,13
317,19
318,27
319,5
320,29
321,28
322,7
323,5
324,2
325,10
326,4
327,9
328,27
329,5
330,12
331,24
332,28
333,5
334,29
335,28
336,27
337,24
338,7
339,13
340,28
341,27
342,6
343,9
344,2
345,13
346,13
347,14
348,10
349,15
350,17
351,13
352,5
353,13
354,9
355,25
356,6
357,29
358,14
359,29
360,12
361,2
362,13
363,8
364,9
365,17
366,11
367,27
368,9
369,13
370,12
371,15
372,3
373,4
374,13
375,13
376,20
377,13
378,1
379,13
380,14
381,14
382,29
383,4
384,26
385,15
386,14
387,0
388,4
389,29
390,26
391,19
392,13
393,26
394,14
395,24
396,9
397,30
398,10
399,15
400,18
401,12
402,30
403,10
404,19
405,15
406,22
407,10
408,4
409,28
410,6
411,10
412,17
413,7
414,7
415,16
416,22
417,6
418,21
419,12
420,2
421,4
422,21
423,17
424,7
425,20
426,20
427,8
428,10
