0.151817,0.119126,0.094695,0.082695,0.069953,0.035345,0.025539,0.008587,0.008320,0.008143,0.007941
0.217642,0.164924,0.144654,0.121611,0.097456,0.032513,0.023655,0.009454,0.009152,0.008939,0.008783
0.276360,0.214673,0.189848,0.164772,0.140184,0.039106,0.027643,0.009979,0.009781,0.009580,0.009443
0.342355,0.283319,0.239591,0.201648,0.175521,0.035705,0.026195,0.010648,0.010438,0.010224,0.010056
0.378830,0.328147,0.286443,0.247815,0.221897,0.035677,0.027107,0.011133,0.010907,0.010735,0.010545
0.483672,0.376454,0.332082,0.285572,0.243906,0.033025,0.025255,0.011686,0.011353,0.011193,0.010996
0.522241,0.438840,0.376346,0.330598,0.289041,0.037264,0.029610,0.012123,0.011919,0.011729,0.011520
0.574513,0.492749,0.413172,0.380938,0.333160,0.036835,0.027998,0.012692,0.012417,0.012222,0.011991
0.660849,0.542553,0.477462,0.423849,0.374937,0.039059,0.029787,0.013049,0.012805,0.012585,0.012468
0.695857,0.584873,0.510911,0.454594,0.408690,0.035428,0.028566,0.013554,0.013287,0.013076,0.012866
0.761694,0.638440,0.548797,0.506035,0.453081,0.038876,0.030417,0.013869,0.013722,0.013485,0.013329
0.821059,0.702668,0.619541,0.543545,0.479117,0.036423,0.029659,0.014369,0.014118,0.013848,0.013653
0.904339,0.746987,0.647891,0.576713,0.509015,0.039333,0.030482,0.014802,0.014500,0.014280,0.014128
1.003663,0.782564,0.678098,0.627142,0.545326,0.036508,0.029807,0.015026,0.014780,0.014619,0.014460
1.000000,0.840036,0.731736,0.659718,0.588253,0.037456,0.030724,0.015480,0.015244,0.015081,0.014835
