1.981330,1.268650,0.942458,1.215333,0.938094,0.526720,0.427492,0.019714,0.013660,0.015796,0.009004
3.868746,0.712490,1.565637,1.514380,1.822126,0.463757,0.349936,0.026337,0.022298,0.015543,0.012797
4.925146,1.434097,1.422430,2.061246,2.008851,0.769637,0.352927,0.021605,0.015973,0.011268,0.011697
5.066654,4.261803,2.603470,2.305636,1.309580,0.763793,0.474454,0.030168,0.017079,0.020530,0.014160
4.412389,2.537064,1.554155,1.949334,2.570999,0.537175,0.386244,0.023835,0.013271,0.021185,0.008915
10.700890,2.449818,2.203744,2.363113,3.820081,0.479685,0.443202,0.032048,0.011518,0.020387,0.014717
11.455247,3.801484,2.346424,4.215936,3.912291,0.643451,0.499463,0.015310,0.012132,0.012660,0.017249
8.933531,6.328588,3.307951,3.594799,2.969929,0.558626,0.275701,0.025212,0.020175,0.017257,0.007505
15.844763,5.364350,6.663561,4.657310,3.420294,0.464463,0.436411,0.019825,0.013753,0.015901,0.017069
12.860305,7.539389,2.979960,3.284747,5.861746,0.521816,0.403056,0.028574,0.020135,0.009035,0.019312
16.827098,8.412200,4.638801,4.469013,4.542551,0.732481,0.437421,0.020450,0.025883,0.021528,0.023369
13.884664,4.455958,5.366271,4.322659,3.211452,0.604699,0.440393,0.022492,0.021123,0.019006,0.014310
18.274799,5.025998,3.965570,4.614783,3.949821,0.579707,0.286517,0.029155,0.016874,0.019032,0.015567
19.116780,10.609832,3.510264,2.885257,3.766115,0.432010,0.275997,0.028841,0.020886,0.022285,0.026920
22.929243,9.164386,6.151576,3.859910,5.630638,0.519277,0.358242,0.020065,0.018462,0.021478,0.019943
