0.021294,0.013987,0.012828,0.013074,0.009849,0.005190,0.004006,0.001080,0.001009,0.001026,0.000953
0.033045,0.022889,0.019251,0.018167,0.019017,0.003868,0.003286,0.001167,0.001102,0.001090,0.001051
0.047795,0.029541,0.025828,0.022678,0.018763,0.007860,0.003852,0.001206,0.001209,0.001189,0.001185
0.053633,0.045584,0.040012,0.026120,0.024971,0.006603,0.004230,0.001385,0.001277,0.001284,0.001265
0.046478,0.042988,0.035060,0.034807,0.032724,0.005772,0.003841,0.001424,0.001325,0.001339,0.001300
0.078644,0.045886,0.042546,0.040032,0.030330,0.005512,0.004921,0.001437,0.001345,0.001402,0.001350
0.070477,0.048364,0.043104,0.039911,0.044279,0.005758,0.004174,0.001489,0.001450,0.001434,0.001450
0.092572,0.072665,0.057027,0.042011,0.041565,0.006087,0.003903,0.001613,0.001492,0.001482,0.001460
0.107586,0.074587,0.053600,0.051951,0.054669,0.003955,0.003234,0.001574,0.001553,0.001525,0.001520
0.089777,0.072864,0.062763,0.055361,0.064331,0.004394,0.003441,0.001635,0.001620,0.001585,0.001624
0.123806,0.095122,0.069884,0.069370,0.064991,0.006995,0.003878,0.001683,0.001687,0.001670,0.001618
0.136069,0.095865,0.084729,0.075902,0.061945,0.004750,0.003696,0.001781,0.001780,0.001694,0.001661
0.137945,0.084864,0.090189,0.085920,0.071041,0.005470,0.004456,0.001879,0.001794,0.001767,0.001745
0.216713,0.141535,0.076502,0.082741,0.064442,0.005269,0.004227,0.001827,0.001785,0.001793,0.001745
0.000000,0.104982,0.092434,0.085049,0.084435,0.005285,0.004172,0.001829,0.001822,0.001840,0.001821
