ticker_id,cluster
0,19
1,1
2,0
3,5
4,17
5,19
6,23
7,0
8,24
9,25
10,15
11,5
12,9
13,20
14,25
15,19
16,17
17,17
18,0
19,3
20,23
21,23
22,1
23,27
24,17
25,25
26,8
27,25
28,7
29,25
30,17
31,9
32,16
33,23
34,10
35,4
36,4
37,25
38,0
39,16
40,8
41,25
42,4
43,9
44,12
45,26
46,25
47,3
48,19
49,12
50,10
51,10
52,6
53,2
54,17
55,20
56,17
57,16
58,25
59,10
60,27
61,16
62,11
63,0
64,3
65,8
66,22
67,11
68,1
69,20
70,27
71,25
72,19
73,19
74,19
75,25
76,15
77,13
78,4
79,0
80,15
81,13
82,17
83,12
84,3
85,3
86,9
87,22
88,20
89,12
90,25
91,9
92,17
93,0
94,17
95,0
96,10
97,25
98,19
99,25
100,0
101,7
102,8
103,20
104,5
105,25
106,16
107,25
108,27
109,25
110,18
111,12
112,8
113,0
114,22
115,22
116,16
117,2
118,0
119,19
120,0
121,10
122,7
123,19
124,0
125,12
126,19
127,0
128,11
129,8
130,25
131,7
132,24
133,22
134,10
135,25
136,16
137,19
138,0
139,15
140,5
141,3
142,6
143,25
144,23
145,10
146,0
147,11
148,16
149,14
150,0
151,0
152,27
153,28
154,11
155,4
156,17
157,25
158,19
159,24
160,4
161,25
162,1
163,28
164,12
165,25
166,15
167,15
168,10
169,18
170,0
171,4
172,10
173,0
174,16
175,21
176,11
177,6
178,15
179,20
180,10
181,20
182,17
183,14
184,25
185,19
186,3
187,4
188,8
189,13
190,4
191,10
192,19
193,25
194,14
195,18
196,24
197,0
198,4
199,16
200,19
201,25
202,11
203,25
204,4
205,19
206,4
207,9
208,23
209,22
210,25
211,0
212,9
213,4
214,11
215,12
216,25
217,13
218,24
219,0
220,0
221,5
222,0
223,7
224,19
225,13
226,5
227,16
228,17
229,9
230,0
231,16
232,3
233,0
234,19
235,10
236,27
237,4
238,11
239,15
240,1
241,3
242,8
243,12
244,6
245,6
246,21
247,17
248,0
249,22
250,0
251,18
252,5
253,9
254,0
255,5
256,0
257,12
258,6
259,27
260,4
261,0
262,28
263,8
264,4
265,0
266,22
267,27
268,0
269,16
270,0
271,0
272,23
273,25
274,25
275,0
276,25
277,3
278,17
279,19
280,18
281,10
282,16
283,4
284,10
285,23
286,15
287,20
288,0
289,11
290,28
291,0
292,23
293,25
294,0
295,15
296,15
297,16
298,10
299,0
300,0
301,15
302,3
303,6
304,25
305,18
306,13
307,26
308,22
309,1
310,0
311,0
312,25
313,9
314,4
315,8
316,12
317,0
318,19
319,25
320,19
321,0
322,22
323,19
324,4
325,4
326,5
327,0
328,22
329,2
330,17
331,12
332,19
333,9
334,20
335,9
336,27
337,5
338,0
339,10
340,5
341,0
342,2
343,13
344,24
345,12
346,19
347,28
348,6
349,28
350,17
351,0
352,16
353,19
354,0
355,0
356,5
357,21
358,6
359,27
360,1
361,17
362,16
363,25
364,22
365,11
366,0
367,18
368,6
369,25
370,25
371,0
372,6
373,25
374,13
375,10
376,9
377,17
378,17
379,19
380,4
381,0
382,0
383,0
384,8
385,11
386,16
387,0
388,17
389,10
390,25
391,15
392,13
393,21
394,0
395,0
396,22
397,3
398,19
399,25
400,3
401,16
402,0
403,6
404,24
405,7
406,14
407,16
408,25
409,15
410,27
411,0
412,22
413,4
414,0
415,21
416,5
417,28
418,5
419,5
420,11
421,4
422,3
423,25
424,8
425,25
426,0
427,0
428,4
429,4
430,25
431,1
432,3
433,3
434,18
435,0
436,4
