ticker_id,cluster
0,14
1,0
2,15
3,20
4,15
5,16
6,12
7,24
8,28
9,5
10,6
11,25
12,17
13,17
14,17
15,6
16,17
17,17
18,7
19,13
20,12
21,12
22,7
23,25
24,17
25,15
26,15
27,25
28,2
29,5
30,22
31,5
32,8
33,24
34,20
35,3
36,5
37,22
38,17
39,24
40,5
41,12
42,17
43,5
44,7
45,15
46,17
47,8
48,22
49,26
50,17
51,5
52,10
53,6
54,8
55,17
56,22
57,17
58,18
59,19
60,1
61,13
62,3
63,22
64,28
65,19
66,26
67,8
68,17
69,6
70,1
71,25
72,5
73,22
74,12
75,21
76,20
77,7
78,17
79,6
80,9
81,19
82,5
83,22
84,16
85,8
86,21
87,22
88,1
89,22
90,5
91,8
92,8
93,1
94,1
95,5
96,7
97,22
98,17
99,4
100,9
101,6
102,22
103,9
104,18
105,9
106,27
107,12
108,7
109,17
110,26
111,17
112,22
113,4
114,18
115,24
116,17
117,1
118,14
119,22
120,17
121,15
122,17
123,14
124,22
125,8
126,22
127,13
128,8
129,10
130,17
131,22
132,10
133,18
134,14
135,1
136,7
137,8
138,25
139,18
140,6
141,18
142,7
143,26
144,5
145,23
146,18
147,4
148,17
149,3
150,13
151,9
152,8
153,7
154,3
155,17
156,22
157,16
158,28
159,22
160,24
161,10
162,20
163,22
164,16
165,10
166,4
167,20
168,28
169,17
170,19
171,9
172,10
173,18
174,1
175,6
176,27
177,1
178,15
179,5
180,27
181,16
182,19
183,3
184,19
185,12
186,3
187,14
188,10
189,3
190,4
191,12
192,28
193,9
194,12
195,18
196,4
197,5
198,15
199,7
200,22
201,1
202,13
203,3
204,12
205,26
206,19
207,16
208,25
209,3
210,8
211,16
212,9
213,20
214,13
215,19
216,9
217,0
218,9
219,10
220,9
221,13
222,5
223,7
224,25
225,22
226,18
227,23
228,10
229,9
230,1
231,1
232,3
233,16
234,5
235,4
236,22
237,5
238,1
239,22
240,6
241,6
242,5
243,23
244,1
245,5
246,17
247,28
248,16
249,3
250,16
251,25
252,19
253,10
254,4
255,26
256,7
257,17
258,20
259,28
260,5
261,20
262,13
263,17
264,26
265,18
266,22
267,7
268,12
269,22
270,22
271,10
272,5
273,7
274,7
275,23
276,13
277,8
278,18
279,15
280,15
281,22
282,14
283,22
284,15
285,8
286,20
287,16
288,12
289,19
290,3
291,27
292,27
293,18
294,17
295,24
296,14
297,17
298,6
299,22
300,28
301,9
302,15
303,4
304,9
305,22
306,6
307,20
308,25
309,7
310,0
311,1
312,24
313,26
314,22
315,6
316,16
317,17
318,26
319,7
320,3
321,25
322,8
323,16
324,22
325,26
326,24
327,6
328,17
329,16
330,3
331,17
332,25
333,1
334,15
335,25
336,6
337,24
338,20
339,1
340,5
341,10
342,20
343,6
344,24
345,21
346,22
347,18
348,16
349,4
350,5
351,17
352,15
353,1
354,6
355,27
356,9
357,15
358,8
359,5
360,2
361,20
362,17
363,28
364,6
365,5
366,24
367,16
368,6
369,16
370,20
371,19
372,5
373,7
374,16
375,7
376,23
377,10
378,24
379,24
380,8
381,18
382,15
383,11
384,11
385,14
386,20
387,0
388,11
389,26
390,1
391,26
392,17
393,2
394,18
395,15
396,6
397,1
398,19
399,6
400,18
401,12
402,6
403,14
404,21
405,4
406,3
407,19
408,7
409,25
410,20
411,16
412,5
413,24
414,5
415,0
416,20
417,8
418,5
419,22
420,8
421,12
422,3
423,5
424,5
425,20
426,24
427,12
428,6
