ticker_id,cluster
0,22
1,20
2,22
3,27
4,20
5,16
6,16
7,27
8,27
9,11
10,6
11,5
12,5
13,24
14,23
15,11
16,23
17,17
18,16
19,29
20,16
21,16
22,16
23,27
24,23
25,20
26,2
27,22
28,2
29,26
30,6
31,21
32,1
33,7
34,5
35,8
36,8
37,25
38,22
39,12
40,20
41,5
42,3
43,11
44,2
45,29
46,16
47,3
48,20
49,5
50,23
51,20
52,2
53,2
54,14
55,1
56,23
57,7
58,18
59,17
60,21
61,11
62,8
63,20
64,21
65,1
66,20
67,23
68,1
69,20
70,26
71,2
72,3
73,24
74,2
75,20
76,2
77,28
78,8
79,2
80,19
81,28
82,14
83,29
84,9
85,2
86,19
87,29
88,25
89,2
90,20
91,2
92,8
93,24
94,20
95,2
96,22
97,8
98,15
99,8
100,15
101,28
102,11
103,2
104,25
105,10
106,5
107,22
108,1
109,16
110,20
111,23
112,13
113,17
114,15
115,1
116,3
117,24
118,24
119,2
120,28
121,2
122,22
123,2
124,2
125,2
126,1
127,2
128,21
129,2
130,2
131,15
132,22
133,10
134,11
135,9
136,22
137,10
138,20
139,10
140,14
141,10
142,16
143,8
144,1
145,10
146,1
147,13
148,2
149,23
150,4
151,28
152,6
153,11
154,20
155,2
156,27
157,20
158,23
159,9
160,7
161,22
162,2
163,28
164,29
165,29
166,13
167,11
168,28
169,16
170,23
171,21
172,28
173,23
174,1
175,8
176,23
177,13
178,8
179,7
180,20
181,15
182,6
183,7
184,20
185,0
186,0
187,27
188,3
189,22
190,23
191,20
192,13
193,16
194,16
195,1
196,17
197,10
198,19
199,20
200,20
201,8
202,8
203,11
204,19
205,11
206,16
207,2
208,22
209,11
210,5
211,22
212,1
213,13
214,5
215,28
216,16
217,18
218,24
219,20
220,1
221,7
222,20
223,24
224,1
225,11
226,20
227,24
228,20
229,4
230,19
231,2
232,8
233,11
234,3
235,7
236,20
237,19
238,22
239,2
240,2
241,20
242,19
243,23
244,6
245,21
246,23
247,27
248,6
249,16
250,8
251,7
252,11
253,2
254,1
255,11
256,23
257,2
258,20
259,9
260,21
261,22
262,7
263,28
264,24
265,8
266,18
267,1
268,17
269,5
270,21
271,5
272,2
273,21
274,4
275,8
276,20
277,1
278,10
279,8
280,4
281,5
282,15
283,2
284,17
285,26
286,5
287,27
288,21
289,3
290,13
291,4
292,10
293,11
294,22
295,2
296,29
297,14
298,21
299,16
300,28
301,27
302,13
303,27
304,11
305,14
306,28
307,10
308,8
309,2
310,2
311,20
312,11
313,20
314,23
315,7
316,2
317,23
318,23
319,22
320,22
321,1
322,0
323,15
324,24
325,11
326,11
327,2
328,22
329,7
330,20
331,2
332,8
333,21
334,21
335,2
336,4
337,28
338,20
339,11
340,19
341,24
342,14
343,1
344,21
345,22
346,10
347,2
348,22
349,20
350,8
351,6
352,8
353,14
354,8
355,21
356,21
357,10
358,20
359,20
360,26
361,20
362,16
363,18
364,14
365,20
366,29
367,11
368,14
369,2
370,5
371,2
372,8
373,2
374,23
375,11
376,20
377,6
378,6
379,19
380,10
381,10
382,20
383,13
384,15
385,28
386,2
387,9
388,0
389,5
390,23
391,24
392,2
393,10
394,2
395,14
396,15
397,19
398,13
399,10
400,29
401,2
402,19
403,2
404,13
405,22
406,2
407,8
408,17
409,28
410,19
411,2
412,2
413,5
414,26
415,5
416,27
417,6
418,2
419,1
420,2
421,9
422,3
423,3
424,1
425,20
426,26
427,1
428,20
429,23
