9.207802381851854998e-03,2.820846054052663851e-02,4.932418518543701252e-02,-1.107068556711952589e-01,6.308903890956958360e-01
4.711552637555562612e-02,-1.384193008740985942e-02,5.536136097774606996e-02,3.488848705273124851e-01,9.492840802918788012e-02
-4.139227696370944426e-02,-3.378761447370171034e-02,-1.346533844208037262e-02,2.246742554749773524e-01,2.020978966929757037e-01
2.159810162708749974e-03,-7.920968957643610697e-03,1.014715460044217643e-01,1.208843899357487095e-01,2.155576872078505124e-01
3.889065130796381248e-02,1.538989872697828394e-02,2.071048003850438357e-02,1.978521059725061870e-01,3.448473373656460450e-01
-2.309283877342095323e-02,2.817840727910890866e-02,-2.651755506614034141e-03,8.427780463614756301e-02,2.687580374275806983e-01
4.636495806941989817e-03,-7.079158012589518989e-02,7.388310824739018816e-05,2.866577490642600035e-01,1.311718273613738106e-01
-2.201907902501980263e-02,-7.693417846167227570e-02,-3.165106090627826940e-02,1.630726180700904360e-01,1.087405896891712048e-01
2.262995512356099845e-02,-1.247074535506071530e-01,-9.270031557089804253e-02,1.105069283812138009e-01,4.109067865347965642e-01
-3.155491320267982125e-02,-5.771530067349076032e-02,-6.260602367752545958e-03,1.198415193027063813e-01,2.540219162591872970e-01
6.067185302513802315e-03,-4.316166442249896179e-02,-5.081383551892653533e-02,1.240861232298740430e-01,1.495354641876840418e-01
-1.326310696729944734e-02,1.792036602562001313e-02,2.023496156718279301e-02,2.562803550604467184e-01,1.307126864674069688e-01
-2.974123816002993345e-02,-5.850319395695235264e-02,-2.396827012340901984e-03,3.319862364452095260e-01,6.806236216387541449e-02
1.934710795442747683e-02,-2.886963161149119317e-04,4.454716368870360182e-02,1.264262796987050130e-01,2.830973901409500337e-01
3.647024193561246297e-02,-4.252603217313838391e-02,-2.131146439372745907e-02,1.041674772303959468e-01,1.727613453398280097e-01
1.840383182455359798e-02,5.125341826900493558e-01,-2.295319989764858515e-01,4.408045112137241039e-01,2.033650173557907115e-01
-4.367249476556329252e-02,-2.163655891977453102e-02,-2.334030642504399469e-03,7.476376037091814197e-02,2.043490596071774468e-01
-3.287945838715505831e-02,3.099405440864687594e-03,-2.308161505784570369e-02,1.186260049628547059e-01,1.126572387621896792e-01
-1.627310064294143835e-02,-1.708819851481444690e-02,-1.180762680328503907e-02,-1.147569074441052162e-01,3.991592340695593877e-01
1.111440913835510733e-02,-2.402406825067298843e-02,-2.786182445829903098e-02,1.537972871885097126e-01,1.424365038396045169e-01
