5.527025,2.206939,1.446577,1.407314,1.370864,1.345618,1.320789,1.300112,1.278567,1.252847,1.235464,1.221205,1.193860,1.178854,1.162152,1.147962,1.130341,1.110492,1.097602,1.084201,1.067598
5.008468,2.201153,1.566347,1.528824,1.497275,1.472063,1.438650,1.424368,1.404602,1.380208,1.363805,1.345049,1.326824,1.309005,1.292528,1.279089,1.265985,1.246122,1.228645,1.219839,1.202052
5.439898,2.255069,1.669592,1.626995,1.596854,1.572604,1.547956,1.525620,1.503272,1.488037,1.466841,1.450100,1.431309,1.414420,1.398688,1.387288,1.371502,1.354619,1.340752,1.325939,1.309161
5.336215,2.316659,1.779626,1.739633,1.708109,1.670458,1.653429,1.631462,1.608610,1.591385,1.567081,1.547436,1.527280,1.512434,1.496803,1.481884,1.466498,1.452636,1.436191,1.424551,1.409586
5.580426,2.427223,1.853619,1.819003,1.786098,1.763746,1.737539,1.713508,1.693996,1.675000,1.657454,1.636655,1.622773,1.611192,1.592532,1.572988,1.553812,1.537905,1.523054,1.514629,1.497925
5.171559,2.389529,1.947249,1.897090,1.864147,1.838305,1.811302,1.796309,1.775543,1.759233,1.736779,1.720222,1.704615,1.684929,1.666051,1.652506,1.634651,1.626119,1.612382,1.593213,1.579701
5.549465,2.429898,2.037687,1.976776,1.955587,1.923340,1.904541,1.881856,1.853207,1.834912,1.816705,1.793686,1.776246,1.763435,1.746981,1.731503,1.716832,1.701406,1.688922,1.672869,1.657346
6.017421,2.479455,2.099729,2.059390,2.029991,1.995685,1.970564,1.948374,1.923798,1.905501,1.889391,1.876578,1.855012,1.843080,1.824496,1.807319,1.793124,1.780167,1.763420,1.751202,1.734806
5.817521,2.621572,2.173377,2.136585,2.103041,2.074293,2.046320,2.025673,2.005162,1.983833,1.967510,1.947788,1.933102,1.916750,1.899237,1.886381,1.870145,1.850474,1.838766,1.820525,1.808130
5.808938,2.572001,2.238960,2.199337,2.166996,2.141658,2.120897,2.099630,2.081270,2.059264,2.040730,2.017102,2.000987,1.983400,1.968752,1.950885,1.939448,1.923256,1.908629,1.892610,1.874315
5.643589,2.597131,2.306326,2.272198,2.234508,2.204902,2.182405,2.167059,2.146142,2.118174,2.106066,2.085213,2.070603,2.054419,2.038505,2.018221,1.999592,1.984457,1.970014,1.959138,1.941816
5.621448,2.651373,2.388671,2.346054,2.299876,2.274838,2.251570,2.229499,2.209445,2.185646,2.167236,2.145236,2.129729,2.115382,2.095520,2.083535,2.066527,2.052173,2.039207,2.023068,2.010019
5.700624,2.751970,2.461227,2.416926,2.385154,2.344467,2.322543,2.301797,2.273498,2.255635,2.238925,2.217033,2.204127,2.185404,2.162907,2.151271,2.132173,2.117927,2.102296,2.089068,2.073065
5.685519,2.741561,2.511407,2.458719,2.433408,2.402076,2.378183,2.359235,2.344152,2.319963,2.299012,2.279254,2.265124,2.246547,2.227744,2.208956,2.195115,2.181369,2.167557,2.147923,2.131225
5.574704,2.782340,2.565812,2.525451,2.494818,2.472132,2.441192,2.421709,2.395083,2.377432,2.354211,2.336471,2.320206,2.306238,2.284006,2.270549,2.254504,2.241771,2.222704,2.207756,2.196969
