0.227078,0.038879,0.028602,0.026592,0.024680,0.024928,0.024746,0.024978,0.022938,0.024023,0.023965,0.023119,0.021360,0.020558,0.020887,0.020901,0.020221,0.020844,0.020239,0.020024,0.019880
0.133988,0.057142,0.028497,0.029547,0.028612,0.027648,0.026622,0.026817,0.026290,0.025723,0.025006,0.025272,0.024866,0.023957,0.024478,0.023978,0.023836,0.022926,0.023308,0.022705,0.021839
0.123526,0.031912,0.033141,0.031882,0.030946,0.029275,0.029375,0.028577,0.027244,0.027296,0.026608,0.026943,0.026261,0.026230,0.026710,0.026484,0.025306,0.025190,0.024801,0.024234,0.024131
0.128410,0.031486,0.035620,0.033496,0.033552,0.032765,0.032177,0.031867,0.030919,0.031206,0.031191,0.029785,0.029077,0.029803,0.029730,0.029175,0.028879,0.028364,0.028413,0.028019,0.027913
0.138576,0.064683,0.034027,0.033303,0.033306,0.032554,0.032132,0.032484,0.031774,0.031262,0.030909,0.030550,0.030646,0.030436,0.029821,0.029342,0.029746,0.028105,0.028965,0.028509,0.027718
0.147988,0.052782,0.036845,0.035040,0.033335,0.033651,0.033108,0.033647,0.033567,0.033655,0.031938,0.032756,0.032385,0.031377,0.031249,0.031283,0.030805,0.030929,0.029873,0.029745,0.029873
0.123020,0.045987,0.038424,0.036091,0.035603,0.036007,0.035175,0.034585,0.034075,0.034048,0.033746,0.033177,0.033743,0.032964,0.033190,0.033033,0.032574,0.031992,0.031736,0.031481,0.031342
0.222386,0.059906,0.038189,0.037904,0.038017,0.037641,0.037345,0.036272,0.035360,0.034592,0.034316,0.034277,0.032958,0.033698,0.033475,0.032563,0.032809,0.033087,0.032844,0.032366,0.031732
0.198620,0.060365,0.039460,0.038238,0.038764,0.039729,0.038438,0.038107,0.037377,0.036108,0.036061,0.036009,0.036081,0.036140,0.036132,0.036217,0.036691,0.036308,0.035521,0.034425,0.034311
0.190580,0.040430,0.042235,0.042098,0.041562,0.041752,0.041548,0.040924,0.040173,0.040034,0.037984,0.037362,0.037359,0.037438,0.036572,0.036854,0.036575,0.036000,0.034946,0.034819,0.034878
0.155816,0.053757,0.041055,0.041944,0.040751,0.040217,0.040590,0.039705,0.039305,0.039351,0.039337,0.038600,0.038177,0.038109,0.038242,0.036758,0.037248,0.038005,0.036559,0.036670,0.037173
0.135669,0.065070,0.045628,0.044937,0.045312,0.045367,0.042993,0.043204,0.043050,0.042234,0.042176,0.041565,0.040506,0.040674,0.040384,0.040065,0.039638,0.039919,0.039145,0.039231,0.038813
0.144610,0.059633,0.044358,0.046573,0.045793,0.043713,0.043915,0.043633,0.042413,0.042808,0.042273,0.041406,0.041293,0.040497,0.039654,0.039524,0.038943,0.038477,0.038506,0.039286,0.039183
0.181951,0.059610,0.046837,0.045924,0.045148,0.043246,0.043558,0.043765,0.043894,0.043053,0.042574,0.042389,0.041716,0.042003,0.041535,0.041396,0.040966,0.040387,0.040527,0.040840,0.039651
0.000000,0.056869,0.046570,0.045388,0.044742,0.044261,0.043839,0.043331,0.043816,0.043033,0.043002,0.043126,0.042882,0.042210,0.042241,0.040649,0.040417,0.040522,0.040316,0.040938,0.040429
