0.021260,0.013647,0.012671,0.013169,0.009867,0.007221,0.002647,0.001582,0.001078,0.001025,0.001044,0.000989,0.000961
0.033460,0.023304,0.020272,0.019027,0.018320,0.004110,0.002817,0.001724,0.001181,0.001120,0.001083,0.001054,0.001011
0.047847,0.029396,0.025478,0.023597,0.018224,0.002822,0.002628,0.001399,0.001203,0.001208,0.001180,0.001183,0.001177
0.053972,0.045290,0.040404,0.025361,0.024966,0.005437,0.003067,0.001939,0.001365,0.001292,0.001244,0.001230,0.001220
0.046272,0.042913,0.035136,0.034853,0.032376,0.005782,0.002563,0.001678,0.001399,0.001325,0.001324,0.001286,0.001289
0.076960,0.045657,0.042448,0.040082,0.030730,0.005264,0.002326,0.002226,0.001417,0.001357,0.001414,0.001355,0.001354
0.068801,0.048527,0.043247,0.039422,0.044251,0.008500,0.001605,0.002200,0.001481,0.001449,0.001453,0.001469,0.001425
0.092150,0.072966,0.057276,0.042389,0.041132,0.006587,0.003019,0.002012,0.001560,0.001463,0.001464,0.001478,0.001484
0.106851,0.075207,0.053736,0.052468,0.054661,0.005256,0.002329,0.002103,0.001574,0.001519,0.001529,0.001520,0.001505
0.089841,0.073124,0.062958,0.055263,0.064509,0.005175,0.002210,0.002037,0.001681,0.001622,0.001589,0.001604,0.001557
0.123339,0.094701,0.070031,0.069644,0.065147,0.004095,0.002669,0.001865,0.001679,0.001680,0.001682,0.001611,0.001597
0.136193,0.095619,0.085321,0.076181,0.062112,0.004906,0.002481,0.002168,0.001824,0.001769,0.001663,0.001655,0.001692
0.138261,0.084607,0.089834,0.085865,0.070674,0.005251,0.003176,0.001641,0.001883,0.001800,0.001771,0.001758,0.001750
0.216822,0.141284,0.076676,0.082408,0.064814,0.007614,0.002774,0.001939,0.001802,0.001807,0.001789,0.001749,0.001717
0.000000,0.106169,0.092443,0.085210,0.084944,0.006907,0.002710,0.002137,0.001838,0.001839,0.001826,0.001829,0.001806
