24.863443,19.681671,15.656793,13.643484,11.370129,5.101821,2.857276,2.066652,1.414556,1.371422,1.347524,1.312614,1.292789
36.094151,27.183379,24.019844,19.989429,15.989672,4.912784,2.844288,2.116842,1.557234,1.518326,1.483732,1.451048,1.427154
45.465006,35.561936,31.295608,27.153342,23.081994,5.233065,2.765837,2.147698,1.643714,1.605704,1.574585,1.555493,1.528942
56.640013,46.700513,39.336110,33.302525,28.938153,5.401591,2.999137,2.286757,1.757887,1.726930,1.684925,1.655261,1.624329
62.678805,54.156029,47.274349,40.833510,36.613542,5.340116,3.006322,2.316421,1.832123,1.793456,1.765086,1.736468,1.717865
80.059547,62.145753,54.829865,47.106482,40.487072,5.308734,2.875213,2.349143,1.922434,1.875583,1.842541,1.813014,1.788525
86.678441,72.617027,62.227753,54.742402,47.731753,5.678742,3.334123,2.419199,1.994281,1.962547,1.928873,1.903478,1.881027
94.793563,81.251404,68.196548,63.095850,55.161716,5.779739,3.241392,2.446305,2.088720,2.039636,2.014944,1.977292,1.957390
109.593191,89.574738,79.262157,70.178840,61.717044,5.517987,3.141181,2.602696,2.151294,2.108801,2.076335,2.056859,2.035443
115.519277,96.874991,84.476513,75.172301,67.521184,5.627850,3.309702,2.590677,2.231594,2.188234,2.154208,2.121938,2.099617
126.074474,105.334399,90.664645,83.553593,74.710036,5.724826,3.210165,2.646191,2.289468,2.252915,2.220591,2.196215,2.162673
135.567996,115.822670,102.328608,89.671471,79.114944,5.691663,3.160737,2.651798,2.364774,2.321223,2.279182,2.247154,2.220588
149.822586,123.697291,106.738901,94.903649,83.951553,5.677288,3.455498,2.707092,2.426782,2.389995,2.350338,2.331990,2.302129
163.929334,128.560230,112.181425,103.455808,90.223116,5.694113,3.294838,2.826799,2.475584,2.434742,2.406942,2.376615,2.354205
167.848331,138.773774,120.872036,108.820795,97.022549,6.028491,3.294083,2.808636,2.551555,2.519196,2.479533,2.445510,2.423298
