0.150455,0.118783,0.094791,0.082653,0.068687,0.031025,0.017349,0.012498,0.008572,0.008307,0.008168,0.007954,0.007831
0.218170,0.165102,0.145434,0.121469,0.097372,0.029558,0.017234,0.012807,0.009435,0.009197,0.008987,0.008788,0.008639
0.276204,0.215640,0.189770,0.164401,0.139482,0.031340,0.016753,0.012969,0.009956,0.009729,0.009540,0.009426,0.009267
0.343383,0.283346,0.239285,0.201317,0.175573,0.032802,0.018213,0.013863,0.010654,0.010461,0.010205,0.010027,0.009842
0.378714,0.328175,0.286184,0.247679,0.221766,0.032321,0.018208,0.014003,0.011102,0.010863,0.010693,0.010519,0.010409
0.482525,0.375928,0.332175,0.285936,0.244168,0.032183,0.017393,0.014274,0.011642,0.011357,0.011169,0.010985,0.010838
0.520951,0.438541,0.376420,0.330477,0.289272,0.034708,0.020019,0.014679,0.012082,0.011889,0.011689,0.011539,0.011399
0.574978,0.492543,0.413546,0.381121,0.333533,0.035068,0.019684,0.014816,0.012654,0.012349,0.012203,0.011980,0.011862
0.660561,0.542429,0.477601,0.424107,0.374714,0.033364,0.018977,0.015759,0.013030,0.012769,0.012576,0.012459,0.012329
0.695802,0.585052,0.511411,0.454753,0.409082,0.033979,0.019963,0.015705,0.013523,0.013257,0.013050,0.012859,0.012720
0.760893,0.638455,0.549032,0.506293,0.452830,0.034582,0.019433,0.016005,0.013868,0.013649,0.013456,0.013303,0.013101
0.821188,0.702079,0.619877,0.543860,0.479341,0.034407,0.019131,0.016079,0.014334,0.014068,0.013804,0.013611,0.013458
0.904339,0.747465,0.647601,0.576599,0.509067,0.034352,0.020978,0.016336,0.014711,0.014481,0.014242,0.014130,0.013951
1.003660,0.782736,0.678405,0.627135,0.545684,0.034833,0.019964,0.017090,0.014992,0.014750,0.014582,0.014396,0.014258
1.000000,0.839995,0.732169,0.659656,0.588239,0.036666,0.019978,0.017011,0.015451,0.015258,0.015019,0.014817,0.014681
