2.000340,1.431839,0.846957,1.163447,1.084476,0.911791,0.199107,0.146411,0.020881,0.014033,0.015844,0.006531,0.012368
3.979023,0.766217,1.811065,1.439294,1.684626,0.644598,0.317092,0.149841,0.023574,0.023404,0.015238,0.011752,0.013535
4.897520,1.425300,1.357432,2.175327,1.961536,0.646606,0.270592,0.111696,0.018390,0.018354,0.010721,0.012206,0.013855
5.153461,4.220942,2.655569,2.209905,1.322491,0.554258,0.269555,0.130613,0.028088,0.019199,0.015369,0.012963,0.019734
4.380849,2.474979,1.534172,1.914286,2.580197,0.685901,0.232571,0.150693,0.020847,0.018885,0.015973,0.012332,0.012498
10.529658,2.389314,2.191116,2.259862,3.860328,0.568542,0.197762,0.130483,0.026288,0.010663,0.015269,0.018540,0.014717
11.503784,3.839115,2.300110,4.189727,3.961272,0.810231,0.302298,0.132078,0.009877,0.014923,0.017366,0.018068,0.015012
8.907174,6.285623,3.318302,3.620900,3.080004,0.794645,0.236802,0.156597,0.024074,0.018352,0.014176,0.011371,0.011860
15.690969,5.379830,6.704363,4.698733,3.454546,0.634209,0.228250,0.166321,0.018513,0.017528,0.017926,0.015173,0.015503
12.886899,7.401655,2.971166,3.269481,5.882312,0.679486,0.258160,0.115681,0.033018,0.016366,0.010631,0.019819,0.015999
16.747101,8.338693,4.653256,4.400039,4.499496,0.402568,0.248116,0.107177,0.018082,0.024292,0.027179,0.022461,0.019015
13.913278,4.427270,5.430239,4.313099,3.099496,0.543076,0.166598,0.095410,0.029046,0.016476,0.016658,0.011732,0.014167
18.224592,5.085530,3.880734,4.619457,3.941919,0.556661,0.187701,0.118087,0.038146,0.019387,0.019259,0.015702,0.014510
19.142645,10.600573,3.415478,2.871991,3.771242,0.722195,0.193731,0.121447,0.028413,0.020781,0.019938,0.023798,0.014945
23.017925,9.144370,6.108712,3.799062,5.729932,0.597254,0.118760,0.098698,0.021558,0.019093,0.023479,0.016584,0.013422
