0.996053,0.549584,0.379442,0.252230,0.245845,0.239699,0.233963,0.229634,0.224638,0.222100,0.218410,0.214489,0.210449
0.981015,0.525613,0.391537,0.272498,0.264806,0.258250,0.252959,0.249711,0.246118,0.243038,0.239112,0.236115,0.233260
0.952731,0.508631,0.393405,0.287450,0.282357,0.277244,0.271779,0.267988,0.264211,0.261585,0.257948,0.255259,0.252127
1.013708,0.586898,0.417864,0.306293,0.299321,0.294179,0.290114,0.285360,0.281539,0.277615,0.274155,0.271329,0.268324
0.999165,0.562526,0.428795,0.322343,0.311409,0.307143,0.303464,0.299056,0.295485,0.292260,0.287865,0.285121,0.282302
0.927668,0.520121,0.411082,0.334029,0.326788,0.320735,0.316868,0.313287,0.309639,0.306108,0.302026,0.299446,0.296502
1.057275,0.574742,0.422107,0.348139,0.340974,0.335209,0.331391,0.326992,0.323507,0.320407,0.316612,0.313598,0.311086
1.012966,0.549747,0.450412,0.365383,0.356555,0.350677,0.347050,0.342914,0.337524,0.334174,0.330256,0.326923,0.324043
1.052255,0.560019,0.448583,0.376202,0.367878,0.363000,0.358345,0.352593,0.348863,0.345617,0.343139,0.340165,0.335791
0.976324,0.564831,0.440307,0.391075,0.378380,0.373566,0.369574,0.365262,0.361153,0.357819,0.354358,0.350689,0.347212
1.051919,0.592824,0.454856,0.400953,0.393559,0.386093,0.381273,0.378043,0.374032,0.369563,0.366628,0.363604,0.359847
1.034203,0.558034,0.464685,0.409626,0.401435,0.396363,0.392210,0.387520,0.384097,0.380446,0.376641,0.373661,0.371009
0.982296,0.583866,0.478009,0.421198,0.417483,0.410183,0.404686,0.400627,0.397055,0.393277,0.388415,0.386032,0.382458
1.025218,0.573762,0.481935,0.434130,0.425951,0.422035,0.416103,0.411604,0.406943,0.402617,0.399345,0.396516,0.393798
1.000000,0.584009,0.483313,0.445923,0.436958,0.430782,0.426801,0.422059,0.417187,0.412626,0.408984,0.405917,0.403092
