5.780530,3.177829,2.195056,1.463904,1.426956,1.390686,1.357706,1.332127,1.302990,1.288166,1.266843,1.244052,1.220431
5.686144,3.050582,2.265689,1.580689,1.536107,1.498004,1.467246,1.448353,1.427995,1.409934,1.386929,1.369700,1.353626
5.521596,2.957829,2.282685,1.667247,1.637631,1.608341,1.576371,1.554037,1.532295,1.516702,1.495927,1.480580,1.462237
5.863409,3.407056,2.422005,1.776796,1.736053,1.706394,1.683277,1.655331,1.632727,1.609899,1.590334,1.573908,1.556472
5.799378,3.268579,2.482642,1.869926,1.807798,1.782073,1.760738,1.734735,1.713868,1.695088,1.669949,1.653832,1.637594
5.347442,3.015507,2.389092,1.938286,1.895446,1.860664,1.838005,1.816907,1.796300,1.775069,1.751516,1.736545,1.719722
6.122793,3.316768,2.449489,2.019014,1.978252,1.943755,1.921600,1.896038,1.876157,1.858287,1.836138,1.818950,1.804292
5.857800,3.185390,2.617204,2.118769,2.067671,2.033214,2.012038,1.988274,1.956990,1.937846,1.915163,1.895895,1.879075
6.096150,3.246199,2.592981,2.180862,2.134579,2.105684,2.078523,2.045189,2.023441,2.004897,1.990541,1.972852,1.947668
5.663910,3.277951,2.557399,2.267950,2.194653,2.167254,2.144057,2.118572,2.094489,2.075143,2.055284,2.034420,2.014305
6.093969,3.429345,2.635101,2.324352,2.283066,2.238646,2.210563,2.191827,2.168765,2.143319,2.126251,2.108724,2.086809
5.972770,3.248867,2.694044,2.375763,2.328069,2.298885,2.274552,2.247641,2.227387,2.206325,2.184118,2.167069,2.151634
5.704430,3.385173,2.771747,2.443632,2.421625,2.379437,2.347768,2.324426,2.303717,2.281797,2.253442,2.239804,2.218812
5.935194,3.333983,2.795179,2.517471,2.470688,2.447679,2.412476,2.386476,2.359603,2.334756,2.315509,2.298957,2.283260
5.839222,3.390154,2.806475,2.586615,2.534049,2.498212,2.475060,2.447704,2.420112,2.393477,2.372442,2.354661,2.338021
