0.158412,0.121745,0.056811,0.019073,0.017955,0.018847,0.017704,0.018357,0.018235,0.018275,0.017853,0.017768,0.017732
0.125624,0.064267,0.048930,0.022947,0.021692,0.021056,0.020795,0.020613,0.019274,0.019454,0.019605,0.019041,0.017775
0.136886,0.051214,0.035738,0.023740,0.023505,0.022182,0.022301,0.022704,0.022054,0.022506,0.021543,0.020816,0.020871
0.159140,0.064995,0.044326,0.024731,0.024649,0.023995,0.022608,0.023012,0.023867,0.023523,0.021983,0.021911,0.021613
0.148191,0.050642,0.053934,0.026426,0.022338,0.023903,0.023510,0.024192,0.024174,0.023997,0.022840,0.023089,0.022690
0.174776,0.054786,0.036923,0.025670,0.026675,0.025441,0.025660,0.026161,0.024730,0.025973,0.025271,0.025039,0.024341
0.150903,0.091956,0.041306,0.030101,0.027164,0.028670,0.028349,0.028153,0.027118,0.026782,0.026544,0.025691,0.025603
0.146399,0.061696,0.035872,0.031311,0.029965,0.030321,0.030293,0.029408,0.028965,0.028090,0.027690,0.027302,0.027360
0.137199,0.057765,0.058611,0.033710,0.028377,0.029243,0.029171,0.028874,0.028735,0.027806,0.027567,0.028147,0.027454
0.182091,0.058834,0.034000,0.033122,0.031244,0.029453,0.029275,0.030033,0.030130,0.029816,0.029171,0.027985,0.027582
0.155878,0.078607,0.052327,0.035682,0.031511,0.033262,0.033159,0.032867,0.032109,0.030692,0.030527,0.030322,0.030248
0.192270,0.033580,0.049618,0.034243,0.033757,0.032837,0.032948,0.031872,0.032378,0.031914,0.031849,0.031066,0.030953
0.149799,0.060250,0.042544,0.033215,0.033808,0.032880,0.032114,0.031388,0.031020,0.030788,0.030694,0.030025,0.030264
0.147717,0.043510,0.044147,0.036981,0.034749,0.035082,0.036369,0.035858,0.034859,0.034152,0.034324,0.034369,0.033960
0.000000,0.050999,0.034882,0.036241,0.036886,0.036370,0.036135,0.035406,0.033568,0.033730,0.033227,0.033029,0.033197
