ticker
ANTM
CTL
HOG
CMCSA
TWTR
PVH
ANSS
TAP
NOV
AAP
COG
EBAY
LMT
TGT
KSU
TEL
CI
FB
LLY
IPGP
XOM
ALB
FCX
HFC
XLE
HAL
RL
FISV
EQIX
TIF
ITW
MAR
CDNS
TSCO
AXP
CAT
O
AMAT
SWK
MGM
MLM
PCAR
TPR
NVDA
BBY
OKE
TXT
MNST
IDXX
KMI
DISCA
HAS
GIS
HIG
INTU
ALGN
SEE
WFC
CCL
DGX
FOX
LVS
SIVB
V
WMB
ABMD
MDT
PRU
DIS
UA
DLTR
VZ
FFIV
NWS
BA
EXR
ADP
ADS
CNC
PGR
NEE
AOS
PWR
HCA
IR
GPS
SBUX
CINF
CERN
XRX
WHR
GILD
DAL
PAYX
FE
GE
YUM
ABBV
ALK
JPM
LH
CF
CVX
TRIP
MDLZ
EMN
XRAY
CCI
XYL
EIX
IVZ
PM
CB
D
TDG
NWL
VFC
GLW
ARNC
DFS
AGN
EFX
PEG
HOLX
BAC
VRSN
WM
HD
PHM
K
LEN
SLB
MKC
CSX
ETFC
USB
XEL
UTX
MPC
GOOG
WAT
AIV
CSCO
CTSH
A
CHTR
KEYS
CE
PKG
FDX
WRK
WY
KHC
ED
FRT
OXY
MMM
ADI
UPS
RF
LB
BRK.B
MO
EXC
FTNT
EL
JCI
EXPD
ETR
INCY
WRB
JNPR
UAA
APTV
HLT
INTC
NI
BIIB
ICE
XLU
HP
DE
XLF
XLV
CME
ORCL
TXN
SYK
XLK
AKAM
HES
HRL
HRB
JWN
LRCX
TROW
SRE
PSA
NBL
AVY
AWK
AZO
VRTX
ALXN
VTR
NTAP
M
SNPS
KEY
WU
XLI
ACN
STZ
AMD
F
GM
CAG
IP
PNR
ROP
ZTS
CPB
HBI
GRMN
CTAS
UNP
MYL
DVN
COST
CMG
TJX
ADM
CLX
MCK
STX
EQR
XEC
XLNX
DXC
EMR
CVS
NOC
HBAN
ULTA
NUE
BWA
HON
WYNN
URI
ADBE
ISRG
CXO
SCHW
MCHP
CBOE
PPL
PPG
AIG
SPG
CHRW
MOS
LUV
SPGI
MA
CMS
AEP
WBA
MS
FTV
JKHY
NSC
ROK
KO
FLS
GOOGL
MRO
MAC
PXD
SO
FANG
SLG
BF.B
PFE
DHI
KLAC
BKNG
ABC
DVA
BMY
ORLY
BAX
NRG
RTN
AMGN
MSFT
SWKS
ROST
PSX
PBCT
EW
IRM
ABT
ATVI
NFLX
AMZN
NKE
IBM
SBAC
KSS
WLTW
HSIC
PFG
RCL
TMO
ESS
PEP
BEN
EA
CPRT
TTWO
AAL
COF
MCD
ODFL
WMT
CTXS
INFO
CL
CAH
UAL
GS
CRM
FOXA
QRVO
ROL
LNC
PRGO
COP
ANET
KMB
FAST
LKQ
RHI
BSX
PG
DRE
HSY
EXPE
HPQ
AVGO
FBHS
SYF
T
ADSK
NDAQ
ILMN
IFF
BK
PYPL
C
REGN
DG
NOW
KIM
DHR
DISCK
BDX
MRK
DISH
ETN
PNC
JNJ
AES
AFL
DUK
FITB
PH
SYY
SJM
GD
WEC
WDC
TSN
QCOM
HPE
LOW
OMC
BLK
JBHT
NLSN
MHK
MAS
MSI
CMI
TRV
AAPL
MU
DLR
NEM
UNH
NWSA
