ticker_id,cluster
0,5
1,8
2,17
3,9
4,6
5,13
6,21
7,9
8,3
9,6
10,5
11,7
12,6
13,19
14,9
15,17
16,17
17,2
18,3
19,6
20,11
21,3
22,21
23,7
24,6
25,6
26,5
27,8
28,9
29,20
30,9
31,9
32,10
33,9
34,20
35,17
36,9
37,23
38,13
39,19
40,21
41,27
42,9
43,8
44,28
45,3
46,9
47,8
48,23
49,17
50,9
51,17
52,5
53,14
54,18
55,6
56,21
57,23
58,22
59,13
60,13
61,17
62,15
63,18
64,3
65,6
66,17
67,18
68,17
69,9
70,13
71,15
72,8
73,17
74,27
75,9
76,20
77,17
78,5
79,12
80,2
81,1
82,2
83,17
84,25
85,2
86,6
87,6
88,9
89,21
90,8
91,1
92,18
93,17
94,2
95,8
96,16
97,15
98,1
99,30
100,20
101,17
102,17
103,6
104,10
105,2
106,16
107,11
108,3
109,23
110,1
111,23
112,23
113,30
114,22
115,13
116,13
117,18
118,13
119,18
120,23
121,15
122,13
123,5
124,9
125,22
126,8
127,27
128,24
129,5
130,23
131,12
132,17
133,10
134,2
135,28
136,17
137,10
138,8
139,24
140,14
141,24
142,3
143,1
144,15
145,11
146,22
147,30
148,9
149,27
150,5
151,4
152,10
153,26
154,13
155,17
156,29
157,23
158,3
159,23
160,9
161,23
162,4
163,8
164,28
165,5
166,30
167,20
168,3
169,17
170,29
171,8
172,23
173,22
174,13
175,14
176,12
177,1
178,6
179,6
180,30
181,13
182,9
183,15
184,19
185,11
186,29
187,17
188,16
189,27
190,30
191,3
192,21
193,22
194,21
195,10
196,14
197,6
198,15
199,15
200,29
201,30
202,29
203,15
204,3
205,17
206,23
207,15
208,8
209,2
210,10
211,5
212,8
213,20
214,3
215,9
216,8
217,6
218,18
219,23
220,20
221,8
222,7
223,15
224,7
225,9
226,22
227,2
228,5
229,6
230,17
231,8
232,15
233,15
234,27
235,17
236,2
237,17
238,5
239,9
240,12
241,12
242,8
243,21
244,1
245,15
246,17
247,3
248,15
249,6
250,12
251,7
252,23
253,23
254,14
255,5
256,21
257,9
258,4
259,23
260,29
261,4
262,9
263,17
264,12
265,22
266,21
267,11
268,9
269,8
270,23
271,15
272,29
273,16
274,27
275,25
276,24
277,10
278,29
279,8
280,9
281,30
282,9
283,10
284,4
285,6
286,11
287,8
288,27
289,30
290,30
291,10
292,6
293,15
294,26
295,9
296,14
297,21
298,3
299,8
300,21
301,30
302,29
303,26
304,5
305,20
306,24
307,17
308,16
309,17
310,18
311,5
312,8
313,12
314,17
315,17
316,1
317,16
318,15
319,7
320,6
321,13
322,18
323,23
324,17
325,5
326,6
327,21
328,27
329,9
330,13
331,16
332,23
333,7
334,1
335,18
336,20
337,13
338,17
339,17
340,19
341,14
342,7
343,9
344,13
345,10
346,14
347,14
348,6
349,13
350,6
351,9
352,12
353,23
354,20
355,6
356,10
357,2
358,15
359,8
360,9
361,3
362,14
363,8
364,6
365,17
366,14
367,21
368,20
369,17
370,6
371,29
372,17
373,16
374,15
375,15
376,9
377,9
378,22
379,10
380,6
381,15
382,0
383,30
384,20
385,9
386,0
387,17
388,13
389,17
390,13
391,9
392,22
393,9
394,14
395,9
396,2
397,30
398,22
399,21
400,1
401,12
402,23
403,12
404,21
405,23
406,15
407,8
408,20
409,25
410,13
411,19
412,2
413,23
414,8
415,26
416,15
417,27
418,19
419,18
420,27
421,15
422,24
423,6
424,20
425,24
426,21
427,14
