0.900000,0.716135,0.073913,0.069870,0.064354,0.059476,0.057825,0.052294,0.050437,0.046635,0.044137,0.039816,0.037699,0.034308,0.032165,0.029106,0.026097,0.024230,0.022255,0.017039,0.015737
0.900000,0.718475,0.058650,0.058116,0.052678,0.051155,0.049010,0.047136,0.044961,0.042825,0.041585,0.039288,0.038377,0.035865,0.034558,0.032910,0.031203,0.030029,0.027138,0.026459,0.025339
0.900000,0.720768,0.054003,0.050324,0.047874,0.046376,0.045054,0.042675,0.040795,0.040345,0.039385,0.038453,0.036058,0.035892,0.034454,0.033754,0.032501,0.031905,0.031043,0.030175,0.027602
0.900000,0.718983,0.047032,0.046677,0.043541,0.042570,0.041517,0.040831,0.039841,0.038692,0.036855,0.035426,0.034685,0.034169,0.033986,0.032518,0.031951,0.031477,0.030707,0.029480,0.028734
0.900000,0.718244,0.043736,0.042617,0.041665,0.040644,0.038780,0.038348,0.037176,0.036676,0.035523,0.034849,0.034516,0.033801,0.032912,0.032419,0.031659,0.031443,0.030279,0.030109,0.028749
0.900000,0.722624,0.040178,0.039299,0.038095,0.037668,0.036381,0.035017,0.034856,0.034041,0.033842,0.033091,0.032921,0.031956,0.031590,0.030758,0.030472,0.029600,0.029146,0.028858,0.028380
0.900000,0.721480,0.038758,0.036521,0.036030,0.034804,0.034455,0.034011,0.033404,0.032904,0.032052,0.031527,0.031234,0.030702,0.030206,0.029284,0.028901,0.028553,0.027970,0.027496,0.026720
0.900000,0.719493,0.035726,0.034610,0.034004,0.033389,0.032559,0.032175,0.031871,0.031369,0.031073,0.030384,0.029886,0.029405,0.029230,0.028166,0.027792,0.027534,0.027337,0.026923,0.026656
0.900000,0.719672,0.035213,0.033402,0.032391,0.031826,0.031334,0.031008,0.030484,0.029959,0.029565,0.029030,0.028897,0.028264,0.028020,0.027536,0.027296,0.026941,0.026539,0.026372,0.026086
0.900000,0.720522,0.032327,0.032019,0.031226,0.030648,0.030160,0.029857,0.029372,0.029207,0.028334,0.027955,0.027526,0.026948,0.026767,0.026490,0.026275,0.025891,0.025710,0.025337,0.025143
0.900000,0.720348,0.030911,0.030036,0.029387,0.028955,0.028706,0.028351,0.028058,0.027714,0.027205,0.027075,0.026637,0.026434,0.026176,0.026053,0.025632,0.025110,0.024906,0.024710,0.024260
0.900000,0.719982,0.030568,0.029611,0.029001,0.028565,0.028161,0.027866,0.027579,0.027060,0.026586,0.026421,0.026200,0.025974,0.025688,0.025458,0.025110,0.024845,0.024698,0.024454,0.024010
0.900000,0.720017,0.029216,0.028356,0.027995,0.027187,0.027081,0.026770,0.026658,0.025869,0.025767,0.025575,0.025325,0.024808,0.024708,0.024372,0.024224,0.023956,0.023564,0.023369,0.023201
0.900000,0.720171,0.028119,0.027624,0.027230,0.026622,0.026057,0.025872,0.025582,0.025333,0.025122,0.024792,0.024651,0.024463,0.024248,0.024050,0.023833,0.023404,0.023293,0.022941,0.022851
0.900000,0.720144,0.027075,0.026611,0.026048,0.025606,0.025427,0.025157,0.024822,0.024596,0.024462,0.024259,0.023944,0.023749,0.023501,0.023307,0.023151,0.022865,0.022556,0.022166,0.021887
