ticker
ANTM
CTL
HOG
CMCSA
TWTR
PVH
TAP
NOV
AAP
COG
EBAY
LMT
TGT
KSU
TEL
CI
HII
FB
LLY
IPGP
XOM
FCX
HFC
XLE
HAL
RL
FISV
MTD
TIF
ITW
MAR
TSCO
AXP
CAT
O
AMAT
MXIM
SWK
MGM
MLM
PCAR
NVDA
FLT
BBY
OKE
EOG
MNST
APH
IDXX
KMI
DISCA
HAS
GIS
HIG
INTU
ALGN
SEE
WFC
IPG
CCL
DGX
LVS
V
WMB
ABMD
MDT
PRU
GPN
BLL
DIS
UA
DLTR
VZ
AON
FFIV
GPC
BA
DTE
EXR
ADP
CNC
NEE
PWR
GWW
HCA
IR
GPS
SBUX
CERN
XRX
WHR
GILD
DAL
PAYX
FE
ARE
GE
YUM
ABBV
ALK
JPM
CF
CVX
TRIP
MDLZ
EMN
XYL
EIX
ZION
IVZ
KR
PM
D
PKI
TDG
NWL
DD
STT
VFC
GLW
DFS
AGN
EFX
PEG
HOLX
BAC
RE
VRSN
WM
HD
PHM
K
LEN
SLB
MKC
CSX
ETFC
USB
XEL
UTX
MPC
GOOG
AIV
AMP
CSCO
CTSH
CHTR
RMD
KEYS
FTI
CE
FDX
WRK
BXP
WY
KHC
CNP
ED
FRT
OXY
MMM
ADI
UPS
RF
LB
BRK.B
MO
EXC
EL
JCI
EXPD
ETR
INCY
WRB
APD
JNPR
HLT
XLB
INTC
BIIB
ICE
XLU
APA
HP
DE
XLF
XLV
CME
ORCL
TXN
SYK
XLK
AKAM
HES
HRL
FMC
JWN
LRCX
TROW
SRE
LEG
PSA
NBL
AWK
AZO
VRTX
ALL
ALXN
VTR
XLY
MTB
NTAP
M
SNPS
KEY
XLI
ACN
STZ
AIZ
AMD
F
GM
CAG
IP
PNR
ROP
ZTS
XLP
CPB
HBI
GRMN
UNP
MYL
DVN
COST
CMG
PNW
TJX
AME
ADM
CLX
MCK
STX
EQR
XEC
XLNX
IYR
EMR
CVS
NOC
HBAN
ULTA
NUE
BWA
KMX
HON
WYNN
URI
ADBE
ISRG
SCHW
CBOE
DOW
PPL
LDOS
PPG
AIG
CHRW
MOS
LUV
MA
AEP
WBA
MS
VRSK
JKHY
NSC
ATO
ROK
KO
FLS
GOOGL
MRO
MAC
PXD
SO
FANG
PFE
DHI
KLAC
ABC
DVA
BMY
ORLY
BAX
NRG
RTN
AMGN
MSFT
SWKS
ROST
PSX
LYB
EW
MET
HUM
ABT
ATVI
NCLH
NFLX
AMZN
NKE
IBM
SBAC
KSS
HSIC
AVB
AJG
RCL
TMO
PEP
BEN
EA
TTWO
AAL
COF
MCD
ODFL
COTY
WMT
CTXS
CL
CAH
HST
UAL
GS
CRM
FOXA
QRVO
ROL
LNC
PRGO
COP
ANET
KMB
FAST
LKQ
BSX
PG
WCG
HSY
EXPE
HPQ
AVGO
FBHS
SYF
T
NDAQ
ILMN
SNA
BK
PYPL
C
REGN
DG
NOW
KIM
DISCK
BDX
DOV
MRK
DISH
ETN
PNC
ECL
JNJ
AES
AFL
DUK
FITB
PH
SYY
SJM
GD
WEC
WDC
TSN
QCOM
LOW
VNO
OMC
DRI
BLK
NLSN
MHK
MAS
MSI
CMI
ZBH
TRV
TMUS
AAPL
MU
NVR
DLR
RJF
NEM
UNH
