,longitude,latitude
396,-0.179668,51.5117
397,-0.013475,51.5155
398,-0.205536,51.5075
399,-0.204666,51.5096
400,-0.0980318,51.5052
401,-0.0157176,51.5494
402,-0.069542,51.5124
403,-0.0844393,51.5247
404,-0.191934,51.4959
405,-0.020157,51.499
406,-0.165298,51.4619
407,-0.18119,51.4856
408,-0.114998086,51.51582693
409,-0.020467,51.5138
410,-0.172191,51.5264
411,-0.141424,51.5145
412,-0.223868,51.4967
413,-0.106993,51.5345
414,-0.114934,51.4929
415,-0.150181,51.5369
416,-0.156285,51.5358
417,-0.0856663,51.4991
418,-0.144084,51.5256
419,-0.171185,51.5291
420,-0.179039,51.4796
421,-0.113936,51.5001
422,-0.0849854,51.5093
423,-0.097122,51.5294
424,-0.183486,51.529857
425,-0.130432,51.5217
426,-0.166304,51.5251
427,-0.027616,51.5295
428,-0.223616,51.4857
429,-0.170983,51.4869
430,-0.032267352,51.525501
431,-0.112433,51.5266
432,-0.192404,51.4965
433,-0.148105,51.5148
434,-0.028619,51.5265
435,-0.202802,51.4568
436,-0.18921,51.4773
437,-0.0325665,51.5206
438,-0.0349037,51.5185
439,-0.125675,51.4919
440,-0.151126,51.5109
441,-0.019355,51.4961
442,-0.106238,51.5072
443,-0.0216304,51.5403
444,-0.165472,51.4989
445,-0.215551,51.4632
446,-0.08497,51.5096
447,-0.130111,51.5135
448,-0.0882854,51.5191
449,-0.190184,51.46
450,-0.025492,51.5305
451,-0.014582,51.4906
452,-0.0897826,51.5309
453,-0.0964969,51.5178
454,-0.180792,51.4619
455,-0.021582,51.4877
456,-0.179078,51.4956
457,-0.00699,51.509
458,-0.06691,51.5071
459,-0.194758,51.4933
460,-0.195197,51.4548
461,-0.147983,51.5192
462,-0.107987,51.5174
463,-0.0964408,51.5074
464,-0.0792481,51.5245
465,-0.0929212,51.4944
466,-0.086016,51.5311
467,-0.06275,51.5181
468,-0.122759626,51.48780745
469,-0.012413,51.5089
470,-0.0988509,51.5154
471,-0.120909,51.5161
472,-0.204815,51.4844
473,-0.112581,51.473874
474,-0.153645,51.5129
475,-0.176646,51.5186
476,-0.11934,51.5311
477,-0.200668,51.461
478,-0.114079,51.5223
479,-0.123702,51.5068
480,-0.0788698,51.5211
481,-0.196422,51.5094
482,-0.164394,51.5165
483,-0.181191,51.4909
484,-0.048017,51.5311
485,-0.067937,51.5179
486,-0.158264,51.5146
487,-0.0884862,51.5257
488,-0.101384,51.4965
489,-0.170211,51.4745
490,-0.161765,51.488
491,-0.183717,51.5179
492,-0.198735,51.4607
493,-0.128281945,51.52930361
494,-0.212608,51.4608
495,-0.174593,51.5202
496,-0.154701,51.5206
497,-0.127554,51.494
498,-0.193764,51.5086
499,-0.1844,51.502
500,-0.073955,51.5263
501,-0.1307,51.5078
502,-0.129387,51.5341
503,-0.131511,51.5096
504,-0.157276,51.51
505,-0.150817,51.5054
506,-0.158964,51.5245
507,-0.0927542,51.506
508,-0.144664,51.5381
509,-0.199783,51.4728
510,-0.201968,51.4751
511,-0.197525,51.5111
512,-0.171682,51.5229
513,-0.065006,51.5086
514,-0.192369,51.4916
515,-0.102208,51.5262
516,-0.196275,51.469
517,-0.16792,51.485
518,-0.197574,51.4996
519,-0.058641,51.5153
520,-0.0839112,51.52
521,-0.08299,51.5321
522,-0.08249,51.5356
523,-0.175407,51.4623
524,-0.0118895,51.5387
525,-0.161204,51.4969
526,-0.165164,51.5147
527,-0.145212,51.5207
528,-0.155525,51.5162
529,-0.058005,51.5272
530,-0.103137,51.5067
531,-0.009152,51.4993
532,-0.160854,51.5359
533,-0.176416,51.4998
534,-0.15917,51.4752
535,-0.208487,51.5065
536,-0.06142,51.5321
537,-0.206241,51.462
538,-0.210279,51.4688
539,-0.216573,51.4669
540,-0.216526,51.4607
541,-0.041378,51.5225
542,-0.139956,51.4936
543,-0.0929401,51.5116
544,-0.093051,51.5112
545,-0.0974417,51.512
546,-0.149552,51.4776
547,-0.178732,51.494
548,-0.180246,51.501
549,-0.178433,51.4925
550,-0.179854,51.5017
551,-0.06992,51.5339
552,-0.216104,51.5066
553,-0.1874024,51.51031
554,-0.223852,51.4837
555,-0.192166,51.4575
556,-0.132846,51.49
557,-0.206827,51.4676
558,-0.135026,51.5182
559,-0.23677,51.4942
560,-0.058681,51.5069
561,-0.043371,51.5184
562,-0.119123,51.5194
563,-0.11655,51.5182
564,-0.132225,51.4921
565,-0.062546,51.5357
566,-0.217515,51.5004
567,-0.216016,51.5092
568,-0.111781,51.5333
569,-0.109971,51.5292
570,-0.136124,51.4824
571,-0.13821289,51.48133503
572,-0.135478,51.4958
573,-0.0902209,51.4915
574,-0.0949349,51.523
575,-0.163795,51.5253
576,-0.162727,51.4899
577,-0.133952,51.5363
578,-0.0596421,51.5191
579,-0.211316,51.5001
580,-0.124122,51.5234
581,-0.138846,51.51
582,-0.0994895,51.5249
583,-0.114605,51.4957
584,-0.033828,51.5141
585,-0.115375,51.460232
586,-0.115157,51.4895
587,-0.191803,51.4736
588,-0.200806,51.4571
589,-0.117863,51.5152
590,-0.009001,51.4871
591,-0.13604,51.5199
592,-0.1068403,51.507974
593,-0.156876,51.4931
594,-0.063386,51.5219
595,-0.17273,51.505
596,-0.159237,51.5019
597,-0.163667,51.5203
598,-0.057159,51.5111
599,-0.163042,51.4705
600,-0.222293,51.5016
601,-0.0703294,51.5391
602,-0.0781309,51.5264
603,-0.0863797,51.534
604,-0.163609,51.5181
605,-0.119023,51.469202
606,-0.148059,51.4729
607,-0.170704,51.4708
608,-0.214595,51.5109
609,-0.167895,51.4932
610,-0.127575,51.4958
611,-0.191723,51.4611
612,-0.103604,51.5173
613,-0.0836329,51.5022
614,-0.132329,51.5156
615,-0.117619,51.5099
616,-0.149035,51.4811
617,-0.151296,51.5092
618,-0.173881,51.4944
619,-0.124642,51.4817
620,-0.17524,51.489
621,-0.193502,51.4671
622,-0.016251,51.502
623,-0.175811,51.5173
624,-0.121328,51.5176
625,-0.121724,51.5107
626,-0.030556,51.5235
627,-0.228188,51.4945
628,-0.105312,51.504
629,-0.098341088,51.50540994
630,-0.169249,51.516
631,-0.180885,51.4592
632,-0.174692,51.4579
633,-0.018716,51.4911
634,-0.113184,51.466231
635,-0.138535,51.5388
636,-0.1711032,51.518268
637,-0.105344,51.5151
638,-0.120974,51.5301
639,-0.142783,51.512
640,-0.135636,51.4882
641,-0.134621,51.5074
642,-0.104725,51.5284
643,-0.009506,51.4965
644,-0.168292,51.4624
645,-0.168314,51.5301
646,-0.174654,51.5273
647,-0.070542,51.5057
648,-0.170194,51.4897
649,-0.213872,51.5169
650,-0.129698,51.5091
651,-0.052099,51.5142
652,-0.0806601,51.5142
653,-0.208485,51.4789
654,-0.023565,51.5154
655,-0.111607,51.5056
656,-0.150667,51.5069
657,-0.15213,51.4705
658,-0.205279,51.4872
659,-0.009205,51.4891
660,-0.190346,51.4682
661,-0.04667,51.5219
662,-0.137235,51.4731
663,-0.10527,51.5158
664,-0.129699,51.5007
665,-0.115163,51.5125
666,-0.099828,51.4931
667,-0.00481,51.5418
668,-0.157788,51.4651
669,-0.173716,51.4912
670,-0.167161,51.4752
671,-0.053558,51.5111
672,-0.0927627,51.5003
673,-0.138365,51.4921
674,-0.107349,51.5119
675,-0.0786004,51.5006
676,-0.098884952,51.50672097
677,-0.12351,51.5263
678,-0.120719,51.512
679,-0.131161,51.5251
680,-0.123258,51.4761
681,-0.011662,51.5188
682,-0.0930808,51.5157
683,-0.153464,51.5254
684,-0.174972,51.4851
685,-0.116688,51.5206
686,-0.183854,51.4809
687,-0.071881,51.5348
688,-0.0146913,51.5468
689,-0.079621,51.5035
690,-0.105481,51.5322
691,-0.0754595,51.5095
692,-0.19617,51.4909
693,-0.17028,51.5065
694,-0.200838,51.5143
695,-0.042744,51.5303
696,-0.0831594,51.5009
697,-0.109257,51.5264
698,-0.133972,51.473
699,-0.0984977,51.5037
700,-0.182435,51.4782
701,-0.017676,51.5031
702,-0.155758,51.5101
703,-0.212146,51.4597
704,-0.182126,51.4635
705,-0.129362,51.4884
706,-0.12447,51.4859
707,-0.116625,51.487
708,-0.120903,51.4881
709,-0.209379,51.4896
710,-0.176267,51.4729
711,-0.192539,51.5047
712,-0.172065,51.4967
713,-0.0541623,51.5364
714,-0.092486949,51.49266501
715,-0.136929,51.494
716,-0.129925,51.4931
717,-0.211358,51.5101
718,-0.111015,51.4937
719,-0.096519,51.49132
720,-0.141813,51.4693
721,-0.187427,51.4609
722,-0.06797,51.5049
723,-0.057544,51.5047
724,-0.133202,51.5125
725,-0.138019,51.5244
726,-0.183846,51.5233
727,-0.205284,51.4967
728,-0.1429606,51.497998
729,-0.141924,51.4899
730,-0.113657,51.5054
731,-0.131774,51.5066
732,-0.113001,51.5049
733,-0.113864,51.504
734,-0.055656,51.5142
735,-0.056667,51.5115
736,-0.102091,51.5007
737,-0.149569,51.5027
738,-0.172529,51.533
739,-0.069743,51.5282
740,-0.119643,51.5118
741,-0.138073,51.5173
742,-0.0262627,51.536
743,-0.0939038,51.531
744,-0.198287,51.4937
745,-0.20603,51.4909
746,-0.100791,51.5182
747,-0.190241,51.5155
748,-0.201005,51.5179
749,-0.170329,51.4777
750,-0.027775894,51.50569679
751,-0.025996,51.5093
752,-0.224103,51.5092
753,-0.224224,51.5061
754,-0.218337,51.5063
755,-0.107913,51.4984
756,-0.12382352,51.501513
757,-0.154907,51.5225
758,-0.076341,51.5345
759,-0.12318,51.5065
760,-0.124749,51.5095
761,-0.184319,51.4688
762,-0.0934216,51.5292
763,-0.0938854,51.517
764,-0.2174,51.504
765,-0.147302,51.5141
766,-0.180275,51.4818
767,-0.0824224,51.5162
768,-0.0811189,51.5217
769,-0.116279,51.5246
770,-0.193068,51.5004
771,-0.112687,51.469217
772,-0.055894,51.5289
773,-0.125442,51.541596
