ticker
ANTM
CTL
HOG
CMCSA
TWTR
PVH
ANSS
TAP
NOV
AAP
COG
EBAY
LMT
TGT
KSU
TEL
CI
HII
FB
LLY
IPGP
FRC
MKTX
XOM
ALB
FCX
HFC
XLE
HAL
RL
FISV
EQIX
MTD
TIF
ITW
MAR
CDNS
TSCO
AXP
CDW
CAT
O
AMAT
MXIM
SWK
MGM
MLM
PCAR
TPR
NVDA
FLT
BBY
OKE
EOG
TXT
MNST
APH
IDXX
KMI
LW
DISCA
HAS
CHD
GIS
HIG
INTU
ALGN
SEE
WFC
CCL
DGX
FOX
LVS
SIVB
V
WMB
ABMD
MDT
PRU
GPN
CFG
BLL
DIS
UA
DLTR
VZ
AON
FFIV
GPC
PLD
NWS
BA
DTE
EXR
ADP
SHW
ADS
CNC
PGR
NEE
AOS
PWR
GWW
HCA
IR
GPS
SBUX
CINF
CERN
XRX
L
WHR
GILD
DAL
PAYX
FE
ARE
GE
YUM
ABBV
ALK
JPM
UDR
LH
CF
CVX
TRIP
MDLZ
EMN
XRAY
AMT
CCI
XYL
EIX
ZION
IVZ
KR
PM
CB
D
UNM
PKI
TDG
NWL
VAR
STT
VFC
GLW
ARNC
DFS
AGN
EFX
PEG
HOLX
BAC
RE
VRSN
WM
HD
PHM
K
LEN
SLB
MKC
CSX
ETFC
USB
XEL
UTX
MPC
GOOG
WAT
AIV
AMP
CSCO
CTSH
A
CHTR
RMD
KEYS
FTI
CE
PKG
FDX
BXP
WY
KHC
TFX
CNP
ED
FRT
OXY
MMM
ADI
MAA
MSCI
UPS
RF
LB
BRK.B
MO
EXC
FTNT
EL
JCI
ETR
INCY
WRB
APD
JNPR
BR
UAA
HLT
XLB
INTC
NI
BIIB
ICE
XLU
APA
HP
NTRS
DE
XLF
XLV
VMC
CME
ORCL
TXN
SYK
XLK
AKAM
HES
HRL
FMC
HRB
JWN
LRCX
TROW
LEG
PSA
NBL
AVY
AWK
AZO
VRTX
ALL
ALLE
ALXN
VTR
XLY
MTB
NTAP
M
SNPS
KEY
WU
XLI
ACN
STZ
AIZ
AMD
F
GM
CAG
IP
PNR
COO
ROP
ZTS
XLP
CPB
HBI
GRMN
CTAS
UNP
MYL
DVN
COST
CMG
PNW
TJX
AME
ADM
CLX
MCK
STX
FIS
EQR
XEC
XLNX
IYR
DXC
EMR
CVS
NOC
HBAN
ULTA
IT
NUE
BWA
KMX
HON
WYNN
URI
ADBE
ISRG
CXO
SCHW
CMA
MCHP
MMC
CBOE
PPL
LDOS
PPG
ES
AIG
SPG
CHRW
MOS
LUV
SPGI
MA
CMS
AEP
WBA
MS
FTV
VRSK
JKHY
NSC
ROK
KO
FLS
GOOGL
MRO
PXD
SO
FANG
SLG
BF.B
PFE
DHI
KLAC
ABC
DVA
BMY
ORLY
BAX
NRG
RTN
AMGN
MSFT
SWKS
ROST
PSX
LYB
PBCT
EW
MET
HUM
IRM
ABT
ATVI
NCLH
NFLX
AMZN
IEX
NKE
IBM
SBAC
KSS
WLTW
HSIC
PFG
AVB
AJG
RCL
TMO
ESS
PEP
BEN
EA
CPRT
TTWO
AAL
COF
MCD
LNT
ODFL
COTY
WMT
CTXS
CL
CAH
HST
FLIR
UAL
GS
CRM
FOXA
QRVO
ROL
LNC
PRGO
COP
ANET
KMB
FAST
LKQ
RHI
BSX
PG
DRE
HSY
EXPE
HPQ
AVGO
FBHS
SYF
T
ADSK
NDAQ
ILMN
IFF
SNA
BK
PYPL
C
REGN
DG
NOW
AEE
KIM
DHR
UHS
DISCK
BDX
DOV
MRK
DISH
ETN
PNC
ECL
JNJ
AES
AFL
DUK
FITB
PH
SYY
SJM
GD
WEC
WDC
TSN
QCOM
HPE
LOW
VNO
OMC
DRI
BLK
JBHT
NLSN
MHK
MAS
MSI
WAB
CMI
RSG
ZBH
TRV
TMUS
AAPL
MU
NVR
AMG
DLR
RJF
NEM
UNH
NWSA
