ticker_id,cluster
0,9
1,20
2,7
3,20
4,1
5,7
6,13
7,12
8,1
9,20
10,3
11,16
12,1
13,17
14,6
15,3
16,17
17,17
18,4
19,10
20,13
21,19
22,4
23,16
24,6
25,1
26,18
27,16
28,21
29,20
30,17
31,16
32,2
33,7
34,5
35,4
36,20
37,17
38,17
39,8
40,20
41,13
42,6
43,16
44,4
45,1
46,14
47,7
48,12
49,18
50,17
51,12
52,18
53,18
54,2
55,18
56,7
57,7
58,15
59,25
60,25
61,10
62,7
63,20
64,8
65,25
66,6
67,2
68,22
69,14
70,6
71,10
72,17
73,22
74,13
75,9
76,5
77,4
78,22
79,14
80,23
81,6
82,24
83,7
84,7
85,2
86,9
87,12
88,7
89,7
90,16
91,20
92,2
93,6
94,7
95,5
96,4
97,7
98,18
99,11
100,5
101,6
102,20
103,12
104,2
105,23
106,6
107,13
108,4
109,22
110,18
111,1
112,25
113,11
114,5
115,7
116,20
117,17
118,11
119,8
120,17
121,25
122,22
123,21
124,22
125,2
126,23
127,19
128,2
129,3
130,6
131,11
132,17
133,15
134,9
135,6
136,4
137,2
138,16
139,15
140,18
141,15
142,4
143,18
144,7
145,2
146,2
147,11
148,22
149,13
150,19
151,5
152,2
153,13
154,20
155,4
156,7
157,10
158,8
159,22
160,12
161,6
162,5
163,17
164,7
165,3
166,11
167,23
168,1
169,6
170,9
171,23
172,6
173,15
174,6
175,3
176,3
177,6
178,7
179,20
180,11
181,7
182,17
183,4
184,25
185,13
186,4
187,11
188,7
189,13
190,11
191,4
192,1
193,23
194,7
195,15
196,18
197,12
198,7
199,4
200,22
201,6
202,19
203,13
204,4
205,18
206,25
207,7
208,16
209,1
210,2
211,4
212,20
213,5
214,19
215,18
216,20
217,7
218,23
219,6
220,23
221,10
222,20
223,4
224,16
225,6
226,15
227,10
228,22
229,20
230,6
231,0
232,16
233,20
234,20
235,18
236,12
237,12
238,6
239,12
240,3
241,18
242,20
243,13
244,6
245,20
246,18
247,4
248,20
249,13
250,24
251,20
252,8
253,4
254,11
255,18
256,4
257,25
258,5
259,9
260,1
261,5
262,10
263,6
264,18
265,15
266,7
267,7
268,13
269,7
270,17
271,4
272,7
273,7
274,4
275,13
276,10
277,2
278,2
279,17
280,20
281,7
282,11
283,7
284,1
285,2
286,5
287,17
288,13
289,6
290,2
291,18
292,11
293,15
294,17
295,7
296,18
297,14
298,3
299,8
300,1
301,23
302,22
303,11
304,23
305,7
306,3
307,5
308,15
309,1
310,21
311,6
312,12
313,3
314,17
315,3
316,22
317,6
318,3
319,4
320,13
321,16
322,20
323,24
324,22
325,3
326,8
327,3
328,22
329,7
330,13
331,9
332,10
333,22
334,17
335,16
336,18
337,7
338,5
339,22
340,20
341,3
342,5
343,3
344,2
345,9
346,4
347,15
348,22
349,11
350,20
351,6
352,17
353,6
354,18
355,18
356,5
357,7
358,2
359,7
360,21
361,5
362,6
363,4
364,18
365,1
366,12
367,7
368,3
369,7
370,23
371,18
372,7
373,4
374,7
375,4
376,13
377,17
378,8
379,12
380,2
381,15
382,1
383,0
384,7
385,11
386,5
387,0
388,0
389,3
390,12
391,6
392,6
393,21
394,2
395,22
396,18
397,6
398,6
399,3
400,15
401,7
402,6
403,9
404,9
405,11
406,13
407,25
408,4
409,16
410,5
411,24
412,20
413,8
414,20
415,21
416,21
417,7
418,7
419,18
420,20
421,13
422,4
423,20
424,16
425,23
426,20
427,4
428,3
