ticker_id,cluster
0,7
1,1
2,20
3,15
4,2
5,20
6,18
7,22
8,26
9,7
10,5
11,14
12,21
13,20
14,20
15,5
16,20
17,22
18,26
19,11
20,18
21,4
22,4
23,1
24,2
25,2
26,20
27,29
28,13
29,22
30,2
31,22
32,6
33,25
34,22
35,2
36,21
37,20
38,7
39,15
40,19
41,1
42,20
43,14
44,5
45,4
46,15
47,7
48,21
49,16
50,20
51,10
52,12
53,5
54,29
55,2
56,20
57,11
58,28
59,9
60,24
61,20
62,22
63,22
64,26
65,20
66,30
67,29
68,2
69,27
70,20
71,7
72,14
73,20
74,15
75,19
76,29
77,7
78,8
79,3
80,1
81,5
82,15
83,24
84,20
85,15
86,15
87,11
88,23
89,11
90,10
91,2
92,22
93,20
94,9
95,7
96,8
97,22
98,2
99,3
100,7
101,7
102,10
103,15
104,6
105,10
106,20
107,18
108,4
109,26
110,16
111,23
112,2
113,3
114,6
115,2
116,12
117,10
118,5
119,11
120,20
121,20
122,1
123,20
124,11
125,6
126,15
127,2
128,28
129,20
130,27
131,5
132,1
133,28
134,23
135,8
136,2
137,28
138,14
139,6
140,30
141,6
142,4
143,5
144,2
145,28
146,6
147,3
148,20
149,7
150,8
151,6
152,13
153,19
154,1
155,20
156,20
157,25
158,26
159,27
160,11
161,22
162,17
163,1
164,25
165,5
166,3
167,27
168,26
169,20
170,19
171,11
172,16
173,6
174,20
175,7
176,5
177,5
178,23
179,2
180,20
181,25
182,0
183,19
184,20
185,18
186,19
187,5
188,8
189,24
190,3
191,4
192,26
193,24
194,18
195,28
196,30
197,15
198,24
199,25
200,2
201,16
202,25
203,19
204,26
205,3
206,20
207,27
208,15
209,19
210,6
211,3
212,15
213,22
214,18
215,23
216,14
217,7
218,22
219,8
220,21
221,14
222,6
223,19
224,14
225,2
226,6
227,23
228,25
229,20
230,20
231,29
232,1
233,15
234,15
235,3
236,13
237,11
238,9
239,23
240,30
241,16
242,10
243,1
244,23
245,20
246,12
247,4
248,9
249,1
250,3
251,10
252,20
253,8
254,5
255,16
256,19
257,0
258,17
259,26
260,19
261,17
262,27
263,9
264,5
265,29
266,21
267,21
268,18
269,15
270,11
271,20
272,7
273,20
274,2
275,15
276,20
277,24
278,6
279,2
280,15
281,11
282,3
283,11
284,21
285,6
286,17
287,2
288,18
289,19
290,19
291,12
292,3
293,28
294,9
295,19
296,8
297,15
298,30
299,21
300,18
301,17
302,26
303,3
304,1
305,7
306,5
307,17
308,28
309,19
310,20
311,20
312,29
313,16
314,9
315,16
316,20
317,5
318,5
319,25
320,2
321,22
322,22
323,20
324,29
325,20
326,12
327,16
328,5
329,2
330,19
331,27
332,10
333,20
334,2
335,14
336,16
337,29
338,17
339,11
340,22
341,16
342,1
343,30
344,29
345,7
346,5
347,28
348,20
349,3
350,22
351,9
352,2
353,12
354,30
355,5
356,15
357,25
358,28
359,2
360,12
361,29
362,8
363,4
364,30
365,22
366,11
367,9
368,30
369,12
370,10
371,16
372,2
373,25
374,20
375,20
376,24
377,20
378,27
379,23
380,6
381,28
382,2
383,21
384,12
385,3
386,17
387,0
388,21
389,20
390,11
391,8
392,25
393,2
394,6
395,27
396,30
397,8
398,0
399,3
400,6
401,27
402,16
403,16
404,5
405,3
406,19
407,0
408,25
409,14
410,22
411,10
412,22
413,24
414,22
415,23
416,1
417,21
418,15
419,0
420,29
421,19
422,15
423,24
424,1
425,15
426,24
427,26
428,20
